S347,S1211,S0,S359,S15,S1508,S155,S985,S2260,S257,S825,S822,S159,Et2O,S278,S1000,S2050,S102,S871
1.540931860388182e-05,6.228073804661801,0.023587596257331124,6.066144006846078e-27,5.584173524012885,2.611670908459121,1.7010935003172265e-11,8.720648256398225e-06,2.2231631695337685e-05,0.17859554188802404,0.005892528626754255,0.04079252390364027,5.1413079359977235e-11,3.592919273720878,0.18177611643573863,3.777953855595571e-09,0.1193788307146498,0.025975096385022867,4.9494075390413636e-05
1.5409318729556112e-05,6.228073767952407,0.023587596482982857,6.0661439966484705e-27,5.584173526130473,2.611670919004668,1.701093477438804e-11,8.720648515563467e-06,2.2231632044073364e-05,0.1785955475730562,0.005892528501666142,0.04079252318290222,5.1413078165066553e-11,3.5929193510383493,0.18177612042257732,3.77795393059773e-09,0.11937883376776223,0.025975096083951914,4.949407403691506e-05
1.5409318852798827e-05,6.228073729531442,0.02358759671732571,6.066143982879527e-27,5.584173527924625,2.611670929954836,1.7010934543627707e-11,8.72064877300867e-06,2.223163238586433e-05,0.1785955533180976,0.005892528376467251,0.040792522470061064,5.1413076942012984e-11,3.592919428206505,0.18177612439222504,3.777954003228965e-09,0.11937883683497579,0.02597509579351167,4.949407267185619e-05
1.5409318973609964e-05,6.228073689398905,0.023587596960359697,6.0661439655392486e-27,5.584173529395339,2.6116709413096255,1.7010934310891275e-11,8.720649028733834e-06,2.2231632720710594e-05,0.17859555912314817,0.005892528251157583,0.040792521765116815,5.141307569081652e-11,3.5929195052253453,0.18177612834468185,3.777954073489275e-09,0.11937883991629045,0.025975095513702137,4.949407129523701e-05
1.540931909198952e-05,6.2280736475547975,0.023587597212084806,6.066143944627633e-27,5.584173530542618,2.611670953069035,1.701093407617873e-11,8.720649282738957e-06,2.2231633048612145e-05,0.17859556498820797,0.005892528125737136,0.04079252106806946,5.1413074411477155e-11,3.59291958209487,0.18177613227994768,3.777954141378661e-09,0.11937884301170623,0.025975095244523315,4.949406990705754e-05
1.54093192079375e-05,6.2280736039991185,0.023587597472501044,6.0661439201446816e-27,5.584173531366458,2.611670965233066,1.7010933839490085e-11,8.720649535024043e-06,2.223163336956899e-05,0.178595570913277,0.005892528000205912,0.040792520378919006,5.141307310399491e-11,3.5929196588150787,0.18177613619802258,3.7779542068971216e-09,0.11937884612122311,0.0259750949859752,4.949406850731777e-05
1.5409319321453896e-05,6.228073558731867,0.023587597741608412,6.066143892090395e-27,5.584173531866862,2.6116709778017175,1.701093360082533e-11,8.72064978558909e-06,2.2231633683581124e-05,0.17859557689835523,0.005892527874563908,0.04079251969766544,5.1413071768369766e-11,3.592919735385972,0.18177614009890658,3.777954270044658e-09,0.11937884924484111,0.0259750947380578,4.9494067096017704e-05
1.5409319432538717e-05,6.2280735117530455,0.0235875980194069,6.066143860464772e-27,5.584173532043829,2.61167099077499,1.701093336018447e-11,8.720650034434098e-06,2.223163399064855e-05,0.17859558294344266,0.0058925277488111275,0.04079251902430878,5.141307040460172e-11,3.5929198118075494,0.18177614398259956,3.777954330821269e-09,0.11937885238256023,0.025975094500771106,4.9494065673157326e-05
1.5409319541191956e-05,6.228073463062653,0.023587598305896518,6.066143825267812e-27,5.584173531897361,2.6116710041528837,1.7010933117567504e-11,8.720650281559065e-06,2.2231634290771275e-05,0.1785955890485393,0.005892527622947568,0.04079251835884901,5.141306901269079e-11,3.5929198880798117,0.18177614784910165,3.7779543892269555e-09,0.11937885553438046,0.02597509427411512,4.949406423873666e-05
1.5409319647413614e-05,6.228073412660689,0.023587598601077266,6.066143786499517e-27,5.584173531427455,2.611671017935398,1.7010932872974436e-11,8.720650526963993e-06,2.2231634583949286e-05,0.17859559521364513,0.005892527496973232,0.04079251770128615,5.141306759263697e-11,3.5929199642027583,0.1817761516984128,3.777954445261719e-09,0.1193788587003018,0.025975094058089846,4.9494062792755686e-05
1.5409319751203696e-05,6.228073360547153,0.023587598904949134,6.0661437441598855e-27,5.584173530634111,2.6116710321225334,1.701093262640526e-11,8.720650770648884e-06,2.223163487018259e-05,0.17859560143876022,0.005892527370888117,0.04079251705162018,5.141306614444025e-11,3.592920040176389,0.18177615553053297,3.777954498925556e-09,0.11937886188032423,0.025975093852695284,4.949406133521442e-05
1.54093198525622e-05,6.228073306722047,0.023587599217512134,6.066143698248918e-27,5.58417352951733,2.6116710467142896,1.7010932377859978e-11,8.720651012613734e-06,2.223163514947119e-05,0.1785956077238845,0.005892527244692224,0.0407925164098511,5.1413064668100634e-11,3.592920116000704,0.18177615934546223,3.777954550218469e-09,0.11937886507444781,0.02597509365793143,4.949405986611285e-05
1.5409319951489122e-05,6.228073251185369,0.02358759953876626,6.066143648766615e-27,5.584173528077114,2.611671061710667,1.701093212733859e-11,8.720651252858546e-06,2.2231635421815077e-05,0.17859561406901797,0.005892527118385553,0.04079251577597893,5.141306316361814e-11,3.592920191675704,0.18177616314320055,3.777954599140457e-09,0.11937886828267248,0.025975093473798287,4.949405838545098e-05
1.5409320047984464e-05,6.22807319393712,0.023587599868711513,6.066143595712975e-27,5.584173526313459,2.6116710771116654,1.70109318748411e-11,8.720651491383319e-06,2.2231635687214257e-05,0.17859562047416067,0.0058925269919681035,0.04079251515000365,5.1413061630992735e-11,3.592920267201388,0.18177616692374793,3.777954645691521e-09,0.11937887150499828,0.025975093300295852,4.949405689322881e-05
1.5409320142048228e-05,6.228073134977299,0.023587600207347893,6.066143539088e-27,5.58417352422637,2.6116710929172844,1.70109316203675e-11,8.720651728188052e-06,2.223163594566873e-05,0.17859562693931258,0.005892526865439876,0.04079251453192528,5.1413060070224444e-11,3.5929203425777567,0.18177617068710433,3.777954689871661e-09,0.11937887474142518,0.02597509313742413,4.949405538944634e-05
1.5409320233680415e-05,6.228073074305907,0.023587600554675396,6.066143478891688e-27,5.584173521815842,2.611671109127524,1.7010931363917796e-11,8.720651963272746e-06,2.2231636197178497e-05,0.17859563346447369,0.0058925267388008715,0.04079251392174379,5.1413058481313264e-11,3.5929204178048098,0.18177617443326985,3.777954731680876e-09,0.1193788779919532,0.025975092985183114,4.9494053874103574e-05
1.540932032288102e-05,6.228073011922944,0.023587600910694027,6.0661434151240404e-27,5.584173519081878,2.6116711257423852,1.7010931105491984e-11,8.720652196637399e-06,2.2231636441743553e-05,0.178595640049644,0.005892526612051088,0.040792513319459205,5.1413056864259184e-11,3.5929204928825467,0.18177617816224437,3.777954771119165e-09,0.11937888125658232,0.02597509284357281,4.94940523472005e-05
1.5409320409650046e-05,6.2280729478284105,0.02358760127540379,6.066143347785057e-27,5.584173516024476,2.611671142761867,1.701093084509007e-11,8.720652428282016e-06,2.22316366793639e-05,0.17859564669482356,0.005892526485190528,0.04079251272507151,5.1413055219062215e-11,3.5929205678109684,0.18177618187402797,3.777954808186531e-09,0.11937888453531256,0.025975092712593215,4.949405080873713e-05
1.5409320493987494e-05,6.228072882022304,0.023587601648804676,6.0661432768747374e-27,5.584173512643638,2.6116711601859697,1.7010930582712047e-11,8.720652658206592e-06,2.2231636910039545e-05,0.1785956534000123,0.005892526358219188,0.040792512138580726,5.141305354572235e-11,3.592920642590075,0.18177618556862066,3.7779548428829716e-09,0.11937888782814393,0.02597509259224433,4.9494049258713466e-05
1.540932057589336e-05,6.228072814504627,0.02358760203089669,6.066143202393082e-27,5.584173508939363,2.6116711780146935,1.701093031835792e-11,8.720652886411131e-06,2.2231637133770477e-05,0.17859566016521025,0.005892526231137071,0.04079251155998684,5.1413051844239594e-11,3.592920717219865,0.18177618924602235,3.777954875208488e-09,0.11937889113507638,0.025975092482526156,4.94940476971295e-05
1.540932065536765e-05,6.228072745275379,0.02358760242167983,6.06614312434009e-27,5.584173504911651,2.6116711962480377,1.7010930052027688e-11,8.72065311289563e-06,2.22316373505567e-05,0.1785956669904174,0.005892526103944176,0.04079251098928984,5.141305011461395e-11,3.59292079170034,0.18177619290623312,3.777954905163079e-09,0.11937889445610997,0.025975092383438692,4.949404612398524e-05
1.5409320732410358e-05,6.22807267433456,0.023587602821154095,6.0661430427157626e-27,5.584173500560502,2.6116712148860035,1.701092978372135e-11,8.720653337660088e-06,2.2231637560398225e-05,0.1785956738756338,0.005892525976640502,0.04079251042648974,5.14130483568454e-11,3.592920866031499,0.18177619654925298,3.777954932746746e-09,0.11937889779124465,0.025975092294981936,4.949404453928067e-05
1.540932080702149e-05,6.228072601682169,0.02358760322931949,6.0661429575200984e-27,5.584173495885917,2.6116712339285897,1.7010929513438904e-11,8.720653560704509e-06,2.223163776329503e-05,0.1785956808208594,0.005892525849226051,0.040792509871586544,5.1413046570933966e-11,3.5929209402133426,0.18177620017508186,3.777954957959489e-09,0.11937890114048047,0.025975092217155892,4.9494042943015806e-05
1.540932087920104e-05,6.228072527318207,0.02358760364617601,6.066142868753099e-27,5.584173490887895,2.611671253375797,1.7010929241180354e-11,8.720653782028889e-06,2.2231637959247134e-05,0.1785956878260942,0.0058925257217008215,0.04079250932458024,5.141304475687964e-11,3.5929210142458707,0.1817762037837198,3.7779549808013064e-09,0.11937890450381738,0.025975092149960556,4.949404133519064e-05
1.540932094894901e-05,6.2280724512426735,0.02358760407172366,6.066142776414763e-27,5.584173485566435,2.6116712732276253,1.70109289669457e-11,8.72065400163323e-06,2.2231638148254526e-05,0.1785956948913382,0.005892525594064814,0.04079250878547083,5.141304291468242e-11,3.592921088129083,0.1817762073751668,3.777955001272199e-09,0.11937890788125542,0.02597509209339593,4.949403971580517e-05
1.5409321016265403e-05,6.22807237345557,0.023587604505962437,6.066142680505091e-27,5.58417347992154,2.6116712934840747,1.7010928690734938e-11,8.720654219517533e-06,2.2231638330317218e-05,0.17859570201659145,0.0058925254663180285,0.04079250825425833,5.14130410443423e-11,3.5929211618629804,0.18177621094942287,3.7779550193721685e-09,0.11937891127279456,0.02597509204746202,4.949403808485941e-05
1.5409321081150214e-05,6.2280722939568935,0.023587604948892338,6.0661425810240835e-27,5.584173473953206,2.6116713141451444,1.7010928412548072e-11,8.720654435681797e-06,2.223163850543519e-05,0.17859570920185386,0.0058925253384604645,0.040792507730942715,5.1413039145859294e-11,3.5929212354475615,0.181776214506488,3.777955035101213e-09,0.11937891467843481,0.02597509201215881,4.9494036442353344e-05
1.540932114360345e-05,6.228072212746647,0.023587605400513363,6.066142477971739e-27,5.5841734676614365,2.6116713352108354,1.70109281323851e-11,8.720654650126022e-06,2.2231638673608463e-05,0.1785957164471255,0.005892525210492123,0.040792507215524,5.141303721923339e-11,3.592921308882827,0.18177621804636218,3.777955048459332e-09,0.11937891809817619,0.025975091987486314,4.9494034788286974e-05
1.5409321203625107e-05,6.228072129824828,0.02358760586082552,6.0661423713480596e-27,5.5841734610462295,2.6116713566811476,1.701092785024602e-11,8.720654862850207e-06,2.2231638834837024e-05,0.17859572375240637,0.0058925250824130035,0.0407925067080022,5.1413035264464596e-11,3.592921382168777,0.18177622156904544,3.777955059446526e-09,0.11937892153201866,0.02597509197344453,4.949403312266032e-05
1.540932126121518e-05,6.228072045191439,0.0235876063298288,6.0661422611530435e-27,5.584173454107586,2.61167137855608,1.7010927566130838e-11,8.720655073854352e-06,2.223163898912088e-05,0.17859573111769642,0.005892524954223106,0.04079250620837727,5.141303328155291e-11,3.5929214553054116,0.18177622507453772,3.777955068062797e-09,0.11937892497996226,0.025975091970033455,4.949403144547335e-05
1.5409321316373676e-05,6.228071958846478,0.02358760680752321,6.066142147386691e-27,5.584173446845505,2.611671400835634,1.701092728003955e-11,8.720655283138458e-06,2.2231639136460026e-05,0.17859573854299568,0.00589252482592243,0.040792505716649254,5.1413031270498334e-11,3.5929215282927305,0.18177622856283907,3.777955074308143e-09,0.11937892844200697,0.02597509197725309,4.9494029756726086e-05
1.5409321369100593e-05,6.228071870789946,0.023587607293908745,6.066142030049003e-27,5.584173439259988,2.611671423519809,1.7010926991972154e-11,8.720655490702527e-06,2.2231639276854466e-05,0.17859574602830416,0.005892524697510977,0.04079250523281813,5.1413029231300854e-11,3.5929216011307337,0.1817762320339495,3.777955078182563e-09,0.11937893191815278,0.02597509199510343,4.949402805641852e-05
1.5409321419395932e-05,6.228071781021843,0.02358760778898541,6.066141909139979e-27,5.584173431351034,2.6116714466086037,1.7010926701928652e-11,8.720655696546556e-06,2.22316394103042e-05,0.17859575357362187,0.005892524568988745,0.04079250475688391,5.1413027163960487e-11,3.592921673819421,0.18177623548786898,3.777955079686059e-09,0.11937893540839972,0.025975092023584483,4.9494026344550664e-05
1.5409321467259687e-05,6.228071689542168,0.023587608292753196,6.066141784659619e-27,5.584173423118644,2.6116714701020207,1.7010926409909045e-11,8.720655900670546e-06,2.223163953680922e-05,0.1785957611789488,0.005892524440355734,0.04079250428884658,5.141302506847723e-11,3.5929217463587935,0.1817762389245975,3.777955078818631e-09,0.11937893891274776,0.02597509206269625,4.94940246211225e-05
1.5409321512691868e-05,6.228071596350923,0.023587608805212112,6.0661416566079225e-27,5.584173414562815,2.611671494000058,1.7010926115913332e-11,8.720656103074496e-06,2.2231639656369537e-05,0.17859576884428488,0.005892524311611947,0.040792503828706146,5.141302294485108e-11,3.59292181874885,0.18177624234413509,3.777955075580278e-09,0.11937894243119693,0.025975092112438723,4.949402288613404e-05
1.5409321555692468e-05,6.228071501448106,0.023587609326362155,6.0661415249848906e-27,5.584173405683551,2.611671518302716,1.7010925819941518e-11,8.720656303758406e-06,2.2231639768985142e-05,0.17859577656963022,0.005892524182757381,0.04079250337646262,5.141302079308203e-11,3.5929218909895906,0.1817762457464817,3.777955069971e-09,0.11937894596374721,0.025975092172811905,4.949402113958528e-05
1.5409321596261487e-05,6.228071404833717,0.023587609856203322,6.066141389790523e-27,5.58417339648085,2.6116715430099955,1.701092552199359e-11,8.72065650272228e-06,2.2231639874656043e-05,0.17859578435498474,0.005892524053792037,0.04079250293211598,5.1413018613170096e-11,3.592921963081016,0.18177624913163742,3.777955061990798e-09,0.11937894951039858,0.0259750922438158,4.949401938147622e-05
1.540932163439893e-05,6.228071306507757,0.02358761039473562,6.066141251024818e-27,5.584173386954711,2.6116715681218956,1.7010925222069562e-11,8.72065669996611e-06,2.2231639973382235e-05,0.1785957922003485,0.005892523924715915,0.04079250249566625,5.1413016405115256e-11,3.592922035023126,0.18177625249960216,3.777955051639672e-09,0.11937895307115108,0.0259750923254504,4.949401761180686e-05
1.5409321670104792e-05,6.228071206470226,0.023587610941959044,6.066141108687778e-27,5.584173377105135,2.6116715936384165,1.7010924920169425e-11,8.720656895489905e-06,2.2231640065163717e-05,0.17859580010572146,0.005892523795529014,0.040792502067113406,5.1413014168917533e-11,3.59292210681592,0.181776255850376,3.777955038917621e-09,0.11937895664600469,0.025975092417715714,4.9494015830577196e-05
