S6,S17,S3,S1,S54,S18,S0,S60,S43,S105,S2,S19,S33,S74,S13,THF,S70,S106
18.48150424749294,0.00016045115487257018,3.1607467087640514e-07,0.000120714401589608,3.6401742664944086e-09,0.017969405726131867,9.424479080280554e-12,7.085791617077465e-09,0.00017308257725634127,3.4900034252553275e-23,8.547116767247816e-05,8.551354521631615e-13,1.559438229120802e-06,2.8577039926152324e-07,6.647349574243356e-08,1004.963779750305,2.6664014135021207e-11,8.316839244657057e-09
18.481504247492957,0.00016045115487257027,3.1607467087640556e-07,0.00012071440158960799,3.640174266494414e-09,0.017969405726131867,9.424479080280558e-12,7.085791617077472e-09,0.00017308257725634157,3.49000342525533e-23,8.547116767247812e-05,8.551354521631633e-13,1.5594382291208027e-06,2.857703992615239e-07,6.647349574243352e-08,1004.9637797503045,2.6664014135021207e-11,8.316839244657078e-09
18.48150424749298,0.00016045115487257035,3.1607467087640604e-07,0.00012071440158960799,3.6401742664944185e-09,0.017969405726131867,9.424479080280562e-12,7.085791617077477e-09,0.00017308257725634192,3.490003425255333e-23,8.547116767247808e-05,8.551354521631648e-13,1.5594382291208033e-06,2.8577039926152456e-07,6.64734957424335e-08,1004.9637797503041,2.6664014135021204e-11,8.316839244657102e-09
18.481504247492996,0.0001604511548725704,3.1607467087640646e-07,0.00012071440158960799,3.6401742664944235e-09,0.017969405726131864,9.424479080280566e-12,7.085791617077484e-09,0.00017308257725634222,3.490003425255336e-23,8.547116767247804e-05,8.551354521631664e-13,1.559438229120804e-06,2.857703992615252e-07,6.647349574243347e-08,1004.9637797503036,2.6664014135021204e-11,8.316839244657125e-09
18.48150424749301,0.00016045115487257048,3.160746708764069e-07,0.00012071440158960797,3.6401742664944285e-09,0.017969405726131864,9.42447908028057e-12,7.08579161707749e-09,0.00017308257725634255,3.490003425255338e-23,8.5471167672478e-05,8.551354521631679e-13,1.5594382291208046e-06,2.8577039926152583e-07,6.647349574243344e-08,1004.963779750303,2.6664014135021204e-11,8.316839244657148e-09
18.481504247493028,0.00016045115487257056,3.160746708764073e-07,0.00012071440158960797,3.6401742664944334e-09,0.017969405726131864,9.424479080280574e-12,7.0857916170774964e-09,0.00017308257725634284,3.490003425255341e-23,8.547116767247796e-05,8.551354521631695e-13,1.5594382291208055e-06,2.8577039926152647e-07,6.64734957424334e-08,1004.9637797503026,2.66640141350212e-11,8.316839244657171e-09
18.481504247493046,0.00016045115487257062,3.1607467087640773e-07,0.00012071440158960797,3.6401742664944384e-09,0.017969405726131864,9.424479080280579e-12,7.085791617077502e-09,0.00017308257725634317,3.490003425255344e-23,8.547116767247791e-05,8.55135452163171e-13,1.559438229120806e-06,2.857703992615271e-07,6.647349574243338e-08,1004.9637797503021,2.66640141350212e-11,8.316839244657194e-09
18.481504247493064,0.0001604511548725707,3.1607467087640815e-07,0.00012071440158960797,3.640174266494443e-09,0.017969405726131864,9.424479080280582e-12,7.085791617077509e-09,0.00017308257725634347,3.4900034252553463e-23,8.547116767247787e-05,8.551354521631726e-13,1.5594382291208067e-06,2.8577039926152784e-07,6.647349574243335e-08,1004.9637797503017,2.66640141350212e-11,8.316839244657216e-09
18.481504247493078,0.00016045115487257078,3.1607467087640863e-07,0.00012071440158960796,3.640174266494448e-09,0.017969405726131864,9.424479080280587e-12,7.085791617077515e-09,0.0001730825772563438,3.490003425255349e-23,8.547116767247783e-05,8.551354521631742e-13,1.5594382291208074e-06,2.857703992615285e-07,6.647349574243331e-08,1004.9637797503012,2.6664014135021197e-11,8.316839244657239e-09
18.481504247493096,0.00016045115487257084,3.1607467087640905e-07,0.00012071440158960796,3.640174266494453e-09,0.017969405726131864,9.42447908028059e-12,7.085791617077521e-09,0.0001730825772563441,3.4900034252553516e-23,8.547116767247779e-05,8.551354521631758e-13,1.559438229120808e-06,2.857703992615291e-07,6.647349574243328e-08,1004.9637797503008,2.6664014135021197e-11,8.316839244657262e-09
18.481504247493113,0.00016045115487257092,3.160746708764095e-07,0.00012071440158960796,3.640174266494458e-09,0.017969405726131864,9.424479080280595e-12,7.085791617077527e-09,0.00017308257725634442,3.4900034252553546e-23,8.547116767247774e-05,8.551354521631773e-13,1.5594382291208086e-06,2.8577039926152975e-07,6.647349574243326e-08,1004.9637797503003,2.6664014135021197e-11,8.316839244657284e-09
18.481504247493127,0.000160451154872571,3.160746708764099e-07,0.00012071440158960795,3.6401742664944624e-09,0.017969405726131864,9.424479080280598e-12,7.085791617077534e-09,0.00017308257725634472,3.4900034252553575e-23,8.54711676724777e-05,8.551354521631789e-13,1.5594382291208093e-06,2.857703992615304e-07,6.647349574243322e-08,1004.9637797502999,2.6664014135021194e-11,8.316839244657307e-09
18.481504247493145,0.00016045115487257105,3.160746708764103e-07,0.00012071440158960795,3.6401742664944673e-09,0.017969405726131864,9.424479080280603e-12,7.0857916170775394e-09,0.00017308257725634504,3.49000342525536e-23,8.547116767247766e-05,8.551354521631804e-13,1.55943822912081e-06,2.8577039926153107e-07,6.647349574243319e-08,1004.9637797502994,2.6664014135021194e-11,8.316839244657328e-09
18.481504247493163,0.00016045115487257113,3.1607467087641075e-07,0.00012071440158960795,3.6401742664944723e-09,0.017969405726131864,9.424479080280606e-12,7.085791617077546e-09,0.00017308257725634534,3.490003425255363e-23,8.547116767247762e-05,8.551354521631819e-13,1.5594382291208105e-06,2.857703992615317e-07,6.647349574243316e-08,1004.963779750299,2.6664014135021194e-11,8.316839244657351e-09
18.48150424749318,0.00016045115487257121,3.160746708764112e-07,0.00012071440158960795,3.6401742664944773e-09,0.017969405726131864,9.424479080280611e-12,7.085791617077552e-09,0.00017308257725634564,3.490003425255366e-23,8.547116767247758e-05,8.551354521631836e-13,1.5594382291208112e-06,2.8577039926153234e-07,6.647349574243314e-08,1004.9637797502985,2.666401413502119e-11,8.316839244657375e-09
18.481504247493195,0.00016045115487257127,3.1607467087641165e-07,0.00012071440158960793,3.6401742664944822e-09,0.017969405726131864,9.424479080280614e-12,7.0857916170775585e-09,0.00017308257725634596,3.490003425255368e-23,8.547116767247754e-05,8.551354521631851e-13,1.5594382291208118e-06,2.85770399261533e-07,6.64734957424331e-08,1004.963779750298,2.666401413502119e-11,8.316839244657396e-09
18.481504247493213,0.00016045115487257135,3.1607467087641207e-07,0.00012071440158960793,3.6401742664944868e-09,0.017969405726131864,9.424479080280619e-12,7.085791617077564e-09,0.00017308257725634626,3.490003425255371e-23,8.54711676724775e-05,8.551354521631867e-13,1.5594382291208124e-06,2.857703992615336e-07,6.647349574243307e-08,1004.9637797502976,2.666401413502119e-11,8.31683924465742e-09
18.48150424749323,0.00016045115487257143,3.160746708764125e-07,0.00012071440158960793,3.6401742664944917e-09,0.017969405726131864,9.424479080280622e-12,7.085791617077571e-09,0.00017308257725634659,3.490003425255374e-23,8.547116767247745e-05,8.551354521631882e-13,1.5594382291208133e-06,2.857703992615343e-07,6.647349574243305e-08,1004.9637797502971,2.6664014135021188e-11,8.316839244657442e-09
18.48150424749325,0.00016045115487257149,3.160746708764129e-07,0.00012071440158960792,3.6401742664944967e-09,0.017969405726131864,9.424479080280627e-12,7.085791617077577e-09,0.00017308257725634688,3.4900034252553763e-23,8.54711676724774e-05,8.551354521631898e-13,1.559438229120814e-06,2.8577039926153494e-07,6.647349574243299e-08,1004.9637797502967,2.6664014135021188e-11,8.316839244657464e-09
18.481504247493262,0.00016045115487257157,3.1607467087641334e-07,0.00012071440158960792,3.6401742664945017e-09,0.017969405726131864,9.42447908028063e-12,7.085791617077583e-09,0.0001730825772563472,3.490003425255379e-23,8.547116767247737e-05,8.551354521631914e-13,1.5594382291208146e-06,2.8577039926153557e-07,6.647349574243297e-08,1004.9637797502962,2.6664014135021188e-11,8.316839244657487e-09
18.48150424749328,0.00016045115487257165,3.160746708764138e-07,0.00012071440158960792,3.6401742664945062e-09,0.017969405726131864,9.424479080280635e-12,7.085791617077589e-09,0.0001730825772563475,3.4900034252553816e-23,8.547116767247732e-05,8.55135452163193e-13,1.5594382291208152e-06,2.857703992615362e-07,6.647349574243294e-08,1004.9637797502958,2.6664014135021184e-11,8.31683924465751e-09
18.481504247493298,0.0001604511548725717,3.160746708764143e-07,0.0001207144015896079,3.640174266494511e-09,0.017969405726131864,9.424479080280638e-12,7.085791617077596e-09,0.00017308257725634783,3.4900034252553845e-23,8.547116767247728e-05,8.551354521631946e-13,1.5594382291208158e-06,2.8577039926153684e-07,6.64734957424329e-08,1004.9637797502953,2.6664014135021184e-11,8.316839244657532e-09
18.481504247493312,0.00016045115487257178,3.160746708764147e-07,0.0001207144015896079,3.640174266494516e-09,0.017969405726131864,9.424479080280645e-12,7.0857916170776015e-09,0.00017308257725634813,3.4900034252553875e-23,8.547116767247724e-05,8.551354521631962e-13,1.5594382291208165e-06,2.857703992615375e-07,6.647349574243287e-08,1004.9637797502949,2.6664014135021184e-11,8.316839244657555e-09
18.48150424749333,0.00016045115487257187,3.1607467087641514e-07,0.0001207144015896079,3.640174266494521e-09,0.017969405726131864,9.424479080280648e-12,7.085791617077609e-09,0.00017308257725634846,3.49000342525539e-23,8.54711676724772e-05,8.551354521631977e-13,1.559438229120817e-06,2.8577039926153817e-07,6.647349574243285e-08,1004.9637797502943,2.666401413502118e-11,8.316839244657578e-09
18.481504247493348,0.00016045115487257192,3.1607467087641556e-07,0.0001207144015896079,3.6401742664945265e-09,0.017969405726131864,9.424479080280653e-12,7.085791617077615e-09,0.00017308257725634875,3.490003425255393e-23,8.547116767247716e-05,8.551354521631993e-13,1.5594382291208177e-06,2.857703992615388e-07,6.647349574243281e-08,1004.9637797502938,2.666401413502118e-11,8.316839244657601e-09
18.481504247493366,0.000160451154872572,3.16074670876416e-07,0.00012071440158960789,3.640174266494531e-09,0.01796940572613186,9.424479080280656e-12,7.085791617077621e-09,0.0001730825772563491,3.490003425255396e-23,8.547116767247712e-05,8.551354521632008e-13,1.5594382291208184e-06,2.8577039926153944e-07,6.647349574243278e-08,1004.9637797502934,2.666401413502118e-11,8.316839244657624e-09
18.48150424749338,0.00016045115487257208,3.1607467087641646e-07,0.00012071440158960789,3.640174266494536e-09,0.01796940572613186,9.424479080280661e-12,7.085791617077627e-09,0.0001730825772563494,3.490003425255398e-23,8.547116767247708e-05,8.551354521632023e-13,1.559438229120819e-06,2.8577039926154007e-07,6.647349574243275e-08,1004.9637797502929,2.6664014135021178e-11,8.316839244657648e-09
18.481504247493397,0.00016045115487257214,3.160746708764169e-07,0.00012071440158960789,3.640174266494541e-09,0.01796940572613186,9.424479080280664e-12,7.085791617077634e-09,0.00017308257725634973,3.490003425255401e-23,8.547116767247704e-05,8.55135452163204e-13,1.5594382291208196e-06,2.857703992615407e-07,6.647349574243273e-08,1004.9637797502925,2.6664014135021178e-11,8.316839244657669e-09
18.481504247493415,0.00016045115487257222,3.160746708764173e-07,0.00012071440158960788,3.640174266494546e-09,0.01796940572613186,9.424479080280669e-12,7.0857916170776395e-09,0.00017308257725635003,3.490003425255404e-23,8.5471167672477e-05,8.551354521632055e-13,1.5594382291208203e-06,2.857703992615414e-07,6.647349574243269e-08,1004.963779750292,2.6664014135021178e-11,8.316839244657692e-09
