S6,S17,S3,S1,S54,S18,S0,S60,S43,S105,S2,S19,S33,S74,S13,THF,S70,S106
18.48150424749217,0.00016045115487256685,3.160746708763852e-07,0.00012071440158960818,3.6401742664941836e-09,0.017969405726131874,9.424479080280369e-12,7.085791617077179e-09,0.00017308257725632688,3.490003425255202e-23,8.54711676724801e-05,8.551354521630895e-13,1.5594382291207718e-06,2.857703992614935e-07,6.647349574243496e-08,1004.9637797503262,2.6664014135021256e-11,8.316839244656013e-09
18.481504247492186,0.0001604511548725669,3.160746708763856e-07,0.00012071440158960816,3.6401742664941886e-09,0.017969405726131874,9.424479080280372e-12,7.0857916170771846e-09,0.00017308257725632723,3.490003425255204e-23,8.547116767248006e-05,8.551354521630912e-13,1.5594382291207724e-06,2.857703992614941e-07,6.647349574243492e-08,1004.9637797503258,2.6664014135021256e-11,8.316839244656036e-09
18.4815042474922,0.00016045115487256699,3.160746708763861e-07,0.00012071440158960816,3.640174266494194e-09,0.017969405726131874,9.424479080280377e-12,7.085791617077191e-09,0.00017308257725632753,3.490003425255207e-23,8.547116767248002e-05,8.551354521630927e-13,1.559438229120773e-06,2.8577039926149476e-07,6.64734957424349e-08,1004.9637797503253,2.6664014135021252e-11,8.31683924465606e-09
18.481504247492218,0.00016045115487256707,3.160746708763865e-07,0.00012071440158960816,3.6401742664941985e-09,0.017969405726131874,9.42447908028038e-12,7.085791617077197e-09,0.00017308257725632786,3.49000342525521e-23,8.547116767247998e-05,8.551354521630942e-13,1.5594382291207737e-06,2.857703992614954e-07,6.647349574243487e-08,1004.9637797503249,2.6664014135021252e-11,8.316839244656081e-09
18.481504247492236,0.00016045115487256712,3.160746708763869e-07,0.00012071440158960816,3.6401742664942035e-09,0.017969405726131874,9.424479080280385e-12,7.085791617077204e-09,0.00017308257725632815,3.4900034252552123e-23,8.547116767247994e-05,8.551354521630958e-13,1.5594382291207745e-06,2.857703992614961e-07,6.647349574243483e-08,1004.9637797503244,2.6664014135021252e-11,8.316839244656104e-09
18.481504247492254,0.0001604511548725672,3.160746708763874e-07,0.00012071440158960815,3.6401742664942084e-09,0.01796940572613187,9.424479080280388e-12,7.085791617077209e-09,0.00017308257725632848,3.490003425255215e-23,8.54711676724799e-05,8.551354521630973e-13,1.5594382291207752e-06,2.857703992614967e-07,6.64734957424348e-08,1004.963779750324,2.666401413502125e-11,8.316839244656127e-09
18.481504247492268,0.00016045115487256728,3.160746708763878e-07,0.00012071440158960815,3.6401742664942134e-09,0.01796940572613187,9.424479080280393e-12,7.085791617077216e-09,0.00017308257725632878,3.4900034252552176e-23,8.547116767247985e-05,8.551354521630989e-13,1.5594382291207758e-06,2.8577039926149735e-07,6.647349574243478e-08,1004.9637797503235,2.666401413502125e-11,8.316839244656149e-09
18.481504247492285,0.00016045115487256734,3.1607467087638825e-07,0.00012071440158960815,3.640174266494218e-09,0.01796940572613187,9.424479080280396e-12,7.085791617077222e-09,0.0001730825772563291,3.4900034252552206e-23,8.54711676724798e-05,8.551354521631005e-13,1.5594382291207764e-06,2.85770399261498e-07,6.647349574243475e-08,1004.963779750323,2.666401413502125e-11,8.316839244656172e-09
18.481504247492303,0.00016045115487256742,3.1607467087638867e-07,0.00012071440158960814,3.640174266494223e-09,0.01796940572613187,9.424479080280401e-12,7.0857916170772284e-09,0.0001730825772563294,3.4900034252552235e-23,8.547116767247976e-05,8.551354521631021e-13,1.559438229120777e-06,2.857703992614986e-07,6.647349574243471e-08,1004.9637797503226,2.6664014135021246e-11,8.316839244656195e-09
18.48150424749232,0.0001604511548725675,3.160746708763891e-07,0.00012071440158960814,3.640174266494228e-09,0.01796940572613187,9.424479080280404e-12,7.085791617077234e-09,0.00017308257725632973,3.490003425255226e-23,8.547116767247972e-05,8.551354521631036e-13,1.5594382291207777e-06,2.857703992614993e-07,6.647349574243469e-08,1004.9637797503221,2.6664014135021246e-11,8.316839244656217e-09
18.481504247492335,0.00016045115487256756,3.160746708763895e-07,0.00012071440158960814,3.640174266494233e-09,0.01796940572613187,9.424479080280409e-12,7.085791617077241e-09,0.00017308257725633002,3.490003425255229e-23,8.547116767247968e-05,8.551354521631052e-13,1.5594382291207783e-06,2.857703992615e-07,6.647349574243466e-08,1004.9637797503217,2.6664014135021246e-11,8.31683924465624e-09
18.481504247492353,0.00016045115487256764,3.1607467087639e-07,0.00012071440158960814,3.640174266494238e-09,0.01796940572613187,9.424479080280412e-12,7.085791617077247e-09,0.00017308257725633035,3.490003425255232e-23,8.547116767247964e-05,8.551354521631067e-13,1.559438229120779e-06,2.8577039926150063e-07,6.647349574243462e-08,1004.9637797503212,2.6664014135021243e-11,8.316839244656265e-09
18.48150424749237,0.00016045115487256772,3.160746708763904e-07,0.00012071440158960812,3.6401742664942424e-09,0.01796940572613187,9.424479080280417e-12,7.085791617077253e-09,0.00017308257725633065,3.490003425255234e-23,8.54711676724796e-05,8.551354521631083e-13,1.5594382291207796e-06,2.8577039926150127e-07,6.64734957424346e-08,1004.9637797503207,2.6664014135021243e-11,8.316839244656286e-09
18.481504247492385,0.00016045115487256777,3.1607467087639084e-07,0.00012071440158960812,3.6401742664942473e-09,0.01796940572613187,9.42447908028042e-12,7.085791617077259e-09,0.00017308257725633097,3.490003425255237e-23,8.547116767247956e-05,8.551354521631099e-13,1.5594382291207803e-06,2.857703992615019e-07,6.647349574243457e-08,1004.9637797503202,2.6664014135021243e-11,8.31683924465631e-09
18.481504247492403,0.00016045115487256785,3.1607467087639127e-07,0.00012071440158960812,3.6401742664942523e-09,0.01796940572613187,9.424479080280425e-12,7.085791617077266e-09,0.00017308257725633127,3.4900034252552394e-23,8.547116767247952e-05,8.551354521631116e-13,1.5594382291207809e-06,2.8577039926150254e-07,6.647349574243453e-08,1004.9637797503198,2.666401413502124e-11,8.316839244656332e-09
18.48150424749242,0.00016045115487256793,3.160746708763917e-07,0.00012071440158960811,3.6401742664942572e-09,0.01796940572613187,9.424479080280428e-12,7.0857916170772714e-09,0.0001730825772563316,3.4900034252552423e-23,8.547116767247948e-05,8.551354521631131e-13,1.5594382291207815e-06,2.8577039926150323e-07,6.64734957424345e-08,1004.9637797503193,2.666401413502124e-11,8.316839244656354e-09
18.48150424749244,0.000160451154872568,3.160746708763921e-07,0.00012071440158960811,3.6401742664942618e-09,0.01796940572613187,9.424479080280433e-12,7.085791617077278e-09,0.0001730825772563319,3.490003425255245e-23,8.547116767247944e-05,8.551354521631146e-13,1.5594382291207824e-06,2.8577039926150386e-07,6.647349574243447e-08,1004.9637797503188,2.666401413502124e-11,8.316839244656377e-09
18.481504247492452,0.00016045115487256807,3.160746708763926e-07,0.00012071440158960811,3.6401742664942668e-09,0.01796940572613187,9.424479080280436e-12,7.085791617077284e-09,0.00017308257725633222,3.4900034252552476e-23,8.547116767247938e-05,8.551354521631162e-13,1.559438229120783e-06,2.857703992615045e-07,6.647349574243445e-08,1004.9637797503184,2.6664014135021236e-11,8.3168392446564e-09
18.48150424749247,0.00016045115487256815,3.16074670876393e-07,0.00012071440158960811,3.6401742664942717e-09,0.01796940572613187,9.424479080280441e-12,7.0857916170772905e-09,0.00017308257725633252,3.4900034252552505e-23,8.547116767247934e-05,8.551354521631177e-13,1.5594382291207836e-06,2.8577039926150513e-07,6.647349574243441e-08,1004.9637797503179,2.6664014135021236e-11,8.316839244656422e-09
18.481504247492488,0.0001604511548725682,3.1607467087639344e-07,0.0001207144015896081,3.6401742664942767e-09,0.01796940572613187,9.424479080280444e-12,7.085791617077296e-09,0.00017308257725633282,3.490003425255254e-23,8.54711676724793e-05,8.551354521631193e-13,1.5594382291207843e-06,2.8577039926150577e-07,6.647349574243438e-08,1004.9637797503175,2.6664014135021236e-11,8.316839244656445e-09
18.481504247492506,0.0001604511548725683,3.1607467087639386e-07,0.0001207144015896081,3.6401742664942816e-09,0.01796940572613187,9.42447908028045e-12,7.085791617077303e-09,0.00017308257725633314,3.4900034252552564e-23,8.547116767247926e-05,8.551354521631209e-13,1.559438229120785e-06,2.857703992615064e-07,6.647349574243436e-08,1004.963779750317,2.6664014135021233e-11,8.316839244656468e-09
18.48150424749252,0.00016045115487256837,3.160746708763943e-07,0.0001207144015896081,3.640174266494286e-09,0.01796940572613187,9.424479080280453e-12,7.085791617077309e-09,0.00017308257725633344,3.4900034252552594e-23,8.547116767247922e-05,8.551354521631225e-13,1.5594382291207855e-06,2.857703992615071e-07,6.647349574243432e-08,1004.9637797503166,2.6664014135021233e-11,8.31683924465649e-09
18.481504247492538,0.00016045115487256845,3.160746708763947e-07,0.00012071440158960808,3.640174266494291e-09,0.01796940572613187,9.424479080280457e-12,7.085791617077315e-09,0.00017308257725633376,3.4900034252552623e-23,8.547116767247918e-05,8.55135452163124e-13,1.5594382291207862e-06,2.857703992615077e-07,6.647349574243429e-08,1004.9637797503161,2.6664014135021233e-11,8.316839244656513e-09
18.481504247492555,0.00016045115487256853,3.160746708763952e-07,0.00012071440158960808,3.640174266494296e-09,0.01796940572613187,9.42447908028046e-12,7.085791617077321e-09,0.00017308257725633406,3.4900034252552646e-23,8.547116767247914e-05,8.551354521631256e-13,1.5594382291207868e-06,2.8577039926150836e-07,6.647349574243426e-08,1004.9637797503157,2.666401413502123e-11,8.316839244656536e-09
18.48150424749257,0.0001604511548725686,3.160746708763956e-07,0.00012071440158960808,3.6401742664943015e-09,0.01796940572613187,9.424479080280465e-12,7.085791617077328e-09,0.00017308257725633442,3.4900034252552676e-23,8.54711676724791e-05,8.551354521631271e-13,1.5594382291207875e-06,2.85770399261509e-07,6.647349574243422e-08,1004.9637797503152,2.666401413502123e-11,8.316839244656557e-09
18.481504247492587,0.00016045115487256867,3.1607467087639603e-07,0.00012071440158960808,3.640174266494306e-09,0.01796940572613187,9.424479080280469e-12,7.0857916170773335e-09,0.0001730825772563347,3.49000342525527e-23,8.547116767247906e-05,8.551354521631287e-13,1.559438229120788e-06,2.8577039926150963e-07,6.64734957424342e-08,1004.9637797503148,2.666401413502123e-11,8.31683924465658e-09
18.481504247492605,0.00016045115487256875,3.1607467087639645e-07,0.00012071440158960807,3.640174266494311e-09,0.01796940572613187,9.424479080280474e-12,7.08579161707734e-09,0.00017308257725633504,3.490003425255273e-23,8.547116767247902e-05,8.551354521631302e-13,1.5594382291207887e-06,2.857703992615103e-07,6.647349574243417e-08,1004.9637797503143,2.6664014135021226e-11,8.316839244656602e-09
18.481504247492623,0.00016045115487256883,3.160746708763969e-07,0.00012071440158960807,3.640174266494316e-09,0.017969405726131867,9.424479080280477e-12,7.085791617077346e-09,0.00017308257725633534,3.490003425255276e-23,8.547116767247898e-05,8.551354521631319e-13,1.5594382291207894e-06,2.8577039926151096e-07,6.647349574243414e-08,1004.9637797503138,2.6664014135021226e-11,8.316839244656625e-09
18.481504247492637,0.00016045115487256888,3.160746708763973e-07,0.00012071440158960807,3.640174266494321e-09,0.017969405726131867,9.424479080280482e-12,7.0857916170773525e-09,0.00017308257725633566,3.490003425255278e-23,8.547116767247894e-05,8.551354521631334e-13,1.5594382291207902e-06,2.857703992615116e-07,6.64734957424341e-08,1004.9637797503134,2.6664014135021226e-11,8.316839244656648e-09
18.481504247492655,0.00016045115487256896,3.160746708763978e-07,0.00012071440158960805,3.640174266494326e-09,0.017969405726131867,9.424479080280485e-12,7.085791617077358e-09,0.00017308257725633596,3.490003425255281e-23,8.547116767247888e-05,8.55135452163135e-13,1.5594382291207908e-06,2.857703992615122e-07,6.647349574243408e-08,1004.9637797503129,2.6664014135021226e-11,8.31683924465667e-09
18.481504247492673,0.00016045115487256905,3.160746708763982e-07,0.00012071440158960805,3.6401742664943304e-09,0.017969405726131867,9.42447908028049e-12,7.085791617077365e-09,0.00017308257725633629,3.490003425255284e-23,8.547116767247884e-05,8.551354521631366e-13,1.5594382291207915e-06,2.8577039926151286e-07,6.647349574243405e-08,1004.9637797503125,2.6664014135021223e-11,8.316839244656693e-09
18.48150424749269,0.0001604511548725691,3.160746708763986e-07,0.00012071440158960805,3.6401742664943354e-09,0.017969405726131867,9.424479080280493e-12,7.085791617077371e-09,0.00017308257725633658,3.4900034252552864e-23,8.54711676724788e-05,8.551354521631381e-13,1.5594382291207921e-06,2.857703992615136e-07,6.647349574243401e-08,1004.9637797503119,2.6664014135021223e-11,8.316839244656718e-09
18.481504247492705,0.00016045115487256918,3.1607467087639905e-07,0.00012071440158960805,3.6401742664943404e-09,0.017969405726131867,9.424479080280498e-12,7.085791617077377e-09,0.0001730825772563369,3.4900034252552893e-23,8.547116767247876e-05,8.551354521631397e-13,1.5594382291207927e-06,2.8577039926151424e-07,6.647349574243398e-08,1004.9637797503115,2.6664014135021223e-11,8.31683924465674e-09
18.481504247492722,0.00016045115487256926,3.1607467087639947e-07,0.00012071440158960804,3.6401742664943453e-09,0.017969405726131867,9.424479080280501e-12,7.085791617077383e-09,0.0001730825772563372,3.490003425255292e-23,8.547116767247872e-05,8.551354521631412e-13,1.5594382291207934e-06,2.8577039926151487e-07,6.647349574243396e-08,1004.963779750311,2.666401413502122e-11,8.316839244656762e-09
18.48150424749274,0.00016045115487256932,3.160746708763999e-07,0.00012071440158960804,3.6401742664943503e-09,0.017969405726131867,9.424479080280506e-12,7.0857916170773905e-09,0.00017308257725633753,3.4900034252552946e-23,8.547116767247868e-05,8.551354521631429e-13,1.559438229120794e-06,2.857703992615155e-07,6.647349574243392e-08,1004.9637797503106,2.666401413502122e-11,8.316839244656786e-09
18.481504247492754,0.0001604511548725694,3.160746708764004e-07,0.00012071440158960804,3.640174266494355e-09,0.017969405726131867,9.424479080280509e-12,7.085791617077396e-09,0.00017308257725633783,3.4900034252552976e-23,8.547116767247864e-05,8.551354521631444e-13,1.5594382291207947e-06,2.8577039926151614e-07,6.647349574243389e-08,1004.9637797503101,2.666401413502122e-11,8.316839244656807e-09
18.481504247492772,0.00016045115487256948,3.1607467087640085e-07,0.00012071440158960803,3.64017426649436e-09,0.017969405726131867,9.424479080280514e-12,7.085791617077403e-09,0.00017308257725633816,3.4900034252553e-23,8.54711676724786e-05,8.55135452163146e-13,1.5594382291207953e-06,2.857703992615168e-07,6.647349574243387e-08,1004.9637797503096,2.6664014135021217e-11,8.31683924465683e-09
18.48150424749279,0.00016045115487256953,3.1607467087640127e-07,0.00012071440158960803,3.6401742664943648e-09,0.017969405726131867,9.424479080280517e-12,7.0857916170774096e-09,0.00017308257725633845,3.490003425255303e-23,8.547116767247856e-05,8.551354521631475e-13,1.559438229120796e-06,2.8577039926151747e-07,6.647349574243383e-08,1004.9637797503092,2.6664014135021217e-11,8.316839244656853e-09
18.481504247492808,0.00016045115487256962,3.160746708764017e-07,0.00012071440158960803,3.6401742664943697e-09,0.017969405726131867,9.424479080280522e-12,7.085791617077415e-09,0.00017308257725633878,3.490003425255306e-23,8.547116767247852e-05,8.551354521631491e-13,1.5594382291207968e-06,2.857703992615181e-07,6.64734957424338e-08,1004.9637797503087,2.6664014135021217e-11,8.316839244656875e-09
18.481504247492822,0.0001604511548725697,3.160746708764021e-07,0.00012071440158960803,3.6401742664943743e-09,0.017969405726131867,9.424479080280525e-12,7.085791617077422e-09,0.00017308257725633908,3.490003425255308e-23,8.547116767247848e-05,8.551354521631506e-13,1.5594382291207976e-06,2.8577039926151874e-07,6.647349574243377e-08,1004.9637797503083,2.6664014135021214e-11,8.316839244656898e-09
18.48150424749284,0.00016045115487256975,3.1607467087640254e-07,0.00012071440158960801,3.6401742664943793e-09,0.017969405726131867,9.42447908028053e-12,7.085791617077428e-09,0.0001730825772563394,3.490003425255311e-23,8.547116767247842e-05,8.551354521631523e-13,1.5594382291207983e-06,2.8577039926151937e-07,6.647349574243375e-08,1004.9637797503078,2.6664014135021214e-11,8.316839244656921e-09
18.481504247492857,0.00016045115487256983,3.16074670876403e-07,0.00012071440158960801,3.6401742664943842e-09,0.017969405726131867,9.424479080280533e-12,7.085791617077434e-09,0.0001730825772563397,3.490003425255314e-23,8.547116767247837e-05,8.551354521631538e-13,1.5594382291207989e-06,2.8577039926152e-07,6.647349574243371e-08,1004.9637797503074,2.6664014135021214e-11,8.316839244656943e-09
18.481504247492875,0.00016045115487256991,3.1607467087640344e-07,0.00012071440158960801,3.640174266494389e-09,0.017969405726131867,9.424479080280538e-12,7.08579161707744e-09,0.00017308257725634003,3.4900034252553164e-23,8.547116767247833e-05,8.551354521631554e-13,1.5594382291207995e-06,2.857703992615207e-07,6.647349574243368e-08,1004.9637797503069,2.666401413502121e-11,8.316839244656966e-09
18.48150424749289,0.00016045115487256997,3.1607467087640386e-07,0.000120714401589608,3.640174266494394e-09,0.017969405726131867,9.424479080280541e-12,7.085791617077447e-09,0.00017308257725634032,3.4900034252553193e-23,8.547116767247829e-05,8.551354521631569e-13,1.5594382291208002e-06,2.8577039926152133e-07,6.647349574243365e-08,1004.9637797503065,2.666401413502121e-11,8.316839244656989e-09
18.481504247492907,0.00016045115487257005,3.160746708764043e-07,0.000120714401589608,3.6401742664943987e-09,0.017969405726131867,9.424479080280546e-12,7.0857916170774526e-09,0.00017308257725634065,3.490003425255322e-23,8.547116767247825e-05,8.551354521631584e-13,1.5594382291208008e-06,2.8577039926152197e-07,6.647349574243361e-08,1004.963779750306,2.666401413502121e-11,8.31683924465701e-09
18.481504247492925,0.00016045115487257013,3.160746708764047e-07,0.000120714401589608,3.6401742664944037e-09,0.017969405726131867,9.42447908028055e-12,7.085791617077459e-09,0.00017308257725634095,3.4900034252553246e-23,8.54711676724782e-05,8.5513545216316e-13,1.5594382291208014e-06,2.857703992615226e-07,6.647349574243359e-08,1004.9637797503054,2.6664014135021207e-11,8.316839244657034e-09
