42_energy,42_index,68_energy,68_index,0_energy,0_index,27_energy,27_index,40_energy,40_index,66_energy,66_index,57_energy,57_index,83_energy,83_index,55_energy,55_index,81_energy,81_index,54_energy,54_index,53_energy,53_index,80_energy,80_index,70_energy,70_index,96_energy,96_index,69_energy,69_index,95_energy,95_index,84_energy,84_index,110_energy,110_index
,,130.83728229498806,29.0,999999999.0,235.0,,,,,158.12684223043567,164.0,,,163.22005240630205,551.0,,,174.9712670247288,400.0,,,128.79085247673177,826.0,151.0758817846598,891.0,181.6668935882876,1462.0,211.73489826925172,1307.0,,,170.14632255303994,1179.0,,,182.84625546297124,1890
,,135.15014036902247,68.0,999999999.0,246.0,,,,,159.15048961683408,163.0,,,163.88751066034874,552.0,,,176.14050381313942,738.0,,,128.88768964827895,844.0,151.23792780127607,897.0,181.8229522444816,1460.0,212.35477884136347,1301.0,,,172.15034091459225,1405.0,,,185.9051899799723,1866
,,135.5949569178799,28.0,999999999.0,247.0,,,,,159.88329222649506,166.0,,,166.11549210810222,260.0,,,176.79107544653996,352.0,,,131.59912414708208,840.0,152.5719523122959,895.0,196.76012104736472,986.0,212.93107596349736,1009.0,,,172.7325000709587,1174.0,,,190.85508718311004,1969
,,139.19098912497373,1161.0,999999999.0,515.0,,,,,159.99399137514672,165.0,,,166.52048675689065,299.0,,,176.95257119436866,365.0,,,132.33645114790764,829.0,156.11175710646663,908.0,200.05184568593057,1074.0,213.50184021276,989.0,,,172.76487065764655,1794.0,,,192.06009938151135,2363
,,139.37456167592393,12.0,999999999.0,531.0,,,,,164.0165579806591,187.0,,,166.8800766580418,1856.0,,,178.71973293767192,361.0,,,135.55987685772473,842.0,157.00201387027752,858.0,,,213.61381558600465,1077.0,,,173.08243423535254,1210.0,,,193.3643847673128,1900
,,140.79216275423695,5.0,999999999.0,647.0,,,,,164.71914136046215,192.0,,,166.98004438446782,567.0,,,179.5948340475668,350.0,,,135.56055047181997,832.0,157.4471604694771,877.0,,,214.0269424583339,997.0,,,174.02902383818227,1188.0,,,194.5879849942505,1858
,,145.51237928487936,35.0,999999999.0,664.0,,,,,165.99757718981823,177.0,,,169.76588089775206,542.0,,,183.86879831628312,748.0,,,135.6785987596056,836.0,158.86172541269667,850.0,,,214.25980579487003,1314.0,,,174.91325573314907,1230.0,,,195.1205417021626,1899
,,148.58670468357047,6.0,999999999.0,668.0,,,,,166.37855537035227,190.0,,,169.85662746628375,454.0,,,184.35337927476508,611.0,,,135.98805627023933,837.0,159.36920139863048,856.0,,,216.2314085760921,1467.0,,,175.03309836755062,1166.0,,,195.311886756504,1860
,,149.8433877413032,112.0,999999999.0,675.0,,,,,169.4282813888242,206.0,,,170.2606108584216,561.0,,,185.0062340748229,379.0,,,139.0839783015376,827.0,160.91659805704307,884.0,,,216.40388445855984,993.0,,,175.0500126677535,1271.0,,,197.24255694977148,2285
,,150.35473407623635,55.0,999999999.0,676.0,,,,,170.33876548322576,193.0,,,170.31179026251183,470.0,,,185.21022339884635,353.0,,,143.49113125360876,851.0,162.25740856243343,855.0,,,219.6952745697013,1080.0,,,176.19094791426463,1215.0,,,197.26847213302636,2364
,,151.06790094345135,18.0,999999999.0,714.0,,,,,170.67767195837794,214.0,,,170.44017455611083,543.0,,,187.10012492867895,372.0,,,147.60757666618056,834.0,162.60609545825713,878.0,,,220.82986900850537,1015.0,,,176.41768532725453,1187.0,,,198.23405473627489,2066
,,153.2775088150861,73.0,999999999.0,717.0,,,,,171.36893041442931,205.0,,,170.67435871283354,575.0,,,187.5009773005036,612.0,,,149.1720330425059,2680.0,163.0626651599884,853.0,,,221.00966713305388,1013.0,,,177.5862874168711,1186.0,,,198.92846187029343,2002
,,153.69202237695674,71.0,999999999.0,721.0,,,,,171.49315502000857,162.0,,,171.08423424367328,462.0,,,187.7012416297217,382.0,,,152.94569926742514,835.0,164.1864411600165,882.0,,,221.34359305312063,994.0,,,179.38489765435213,1165.0,,,199.27315594195275,2291
,,154.17335323104652,33.0,999999999.0,725.0,,,,,171.5628739656319,210.0,,,172.38802658162209,548.0,,,188.82768022794164,354.0,,,164.754687581589,845.0,165.1144284740606,854.0,,,221.4574767040716,1094.0,,,179.6387897851823,1282.0,,,199.9049823662682,1917
,,154.2046827771623,1162.0,999999999.0,798.0,,,,,172.24259957948414,183.0,,,172.7009035996511,321.0,,,189.4915516893707,616.0,,,165.95272967436242,898.0,165.4852623858303,952.0,,,222.24663963540263,1483.0,,,181.53727540309413,1257.0,,,200.04392293278303,1904
,,154.44642191069403,21.0,999999999.0,866.0,,,,,172.5472934385785,185.0,,,173.92053120680998,566.0,,,189.70958696573132,736.0,,,167.64747631518009,868.0,165.64610173920423,953.0,,,222.41037035486525,990.0,,,181.7765988761983,1190.0,,,200.1368128353484,1868
,,154.45446578898012,111.0,999999999.0,867.0,,,,,175.41041594326805,182.0,,,174.52316099475917,290.0,,,190.5441259429009,613.0,,,170.2122146377933,888.0,168.733913178445,905.0,,,222.842835765406,1091.0,,,181.8099787922475,1393.0,,,202.0129250780736,1873
,,155.51058858063436,50.0,999999999.0,872.0,,,,,176.5533825546647,194.0,,,175.79179795207597,291.0,,,192.0081644964565,614.0,,,170.49164981929005,911.0,169.04626228935768,950.0,,,223.17048761712323,1561.0,,,182.60454535136824,1651.0,,,203.04436924871115,1859
,,156.75911693408273,26.0,999999999.0,893.0,,,,,177.49660698303478,184.0,,,176.52447968591392,292.0,,,192.0196798803618,384.0,,,171.68033748379875,847.0,170.3749790033518,949.0,,,223.3128076968168,1078.0,,,182.72751698242624,1223.0,,,203.16558868432244,1881
,,156.85018183696045,37.0,999999999.0,894.0,,,,,177.74903909491948,186.0,,,176.56304001352103,322.0,,,192.02856208033307,600.0,,,174.906175738296,889.0,170.3921436812313,942.0,,,223.6757675450034,1120.0,,,182.9174048084712,1281.0,,,203.23889890053536,1979
,,157.25689475317867,41.0,999999999.0,899.0,,,,,178.780419461536,179.0,,,177.0293785575965,283.0,,,192.13142778312127,751.0,,,176.09318787731456,887.0,173.8297222975918,930.0,,,223.86083327170343,987.0,,,184.42166459349136,1789.0,,,204.907627226636,2259
,,157.3889557444012,110.0,999999999.0,901.0,,,,,179.34314388588078,215.0,,,177.1929290495949,269.0,,,192.36059497037277,381.0,,,176.27672557389155,846.0,174.01024849576373,941.0,,,223.90206414294215,1093.0,,,185.15112351734095,1407.0,,,204.9595391768497,2362
,,158.26102033065442,19.0,999999999.0,917.0,,,,,186.17071640443152,178.0,,,177.51990107047024,458.0,,,193.243809824569,750.0,,,185.70395039420336,900.0,174.62620758422457,907.0,,,226.316684534216,1297.0,,,185.52992591873385,1226.0,,,205.0237408132524,1993
,,158.29027029453846,72.0,999999999.0,925.0,,,,,188.16277317323835,216.0,,,178.17202285908456,463.0,,,193.33106878204924,358.0,,,186.2196584838235,912.0,175.31024925644942,865.0,,,226.88522870563256,1037.0,,,185.6702153294055,1221.0,,,206.26662402119192,2287
,,159.04620424589822,10.0,999999999.0,926.0,,,,,189.9981169750781,168.0,,,179.95579094619242,286.0,,,193.7477681208763,599.0,,,192.6402137625556,874.0,176.9624983484986,863.0,,,226.93560242137684,1315.0,,,185.98166485337964,1233.0,,,207.17108952137383,2289
,,159.30467816703518,8.0,999999999.0,929.0,,,,,190.78266854440437,167.0,,,180.37477903924025,545.0,,,194.31576074428915,643.0,,,192.85639443736764,833.0,177.2204272448708,956.0,,,227.87414219852388,991.0,,,186.5736010713756,1218.0,,,207.33898646006415,2053
,,160.75966961168666,25.0,999999999.0,932.0,,,,,191.0593032246121,180.0,,,182.0424053692567,270.0,,,194.77652559452596,644.0,,,193.56608716122165,913.0,177.7431633344717,876.0,,,228.09383644014355,1016.0,,,186.8303289012323,1800.0,,,207.60125527310484,2278
,,161.92530417254565,109.0,999999999.0,976.0,,,,,191.15338831564543,197.0,,,182.8304665616781,285.0,,,194.91378773487048,726.0,,,216.66957662741345,933.0,179.14207202415517,875.0,,,228.16053002036068,1109.0,,,187.08455179387985,1175.0,,,208.30791286146865,2261
,,162.04449286828577,43.0,999999999.0,1061.0,,,,,191.31811292898877,217.0,,,182.9347899006064,320.0,,,194.94531747066804,601.0,,,229.9342257348569,852.0,179.90361308535603,862.0,,,228.76894689520796,1104.0,,,187.85426403154943,1212.0,,,208.586166387282,2069
,,162.1073514502877,34.0,999999999.0,1152.0,,,,,192.49691120757475,213.0,,,183.07945666425172,583.0,,,195.1380424859049,733.0,,,281.876528137086,886.0,180.3987262607168,965.0,,,229.0751936717702,1032.0,,,188.07212614145757,1189.0,,,208.63761011567743,2301
,,162.5089431500497,84.0,999999999.0,1249.0,,,,,194.830863514917,236.0,,,183.48083093785573,553.0,,,195.15666735662424,598.0,,,282.86806609607737,940.0,180.66750852434333,943.0,,,229.1077640560724,1463.0,,,189.2562421888289,1826.0,,,209.51165207268943,2283
,,163.90222296233608,32.0,999999999.0,1256.0,,,,,196.8187478834917,188.0,,,183.7702485603783,281.0,,,196.5019229464448,615.0,,,374.86787283536216,873.0,181.1754134570877,879.0,,,230.08664100866173,1011.0,,,189.5704387634556,1180.0,,,210.0640433134253,2067
,,165.31474932819333,7.0,999999999.0,1491.0,,,,,197.01409058423965,200.0,,,184.45376760979264,546.0,,,196.5925235308524,355.0,,,,,181.6594892775263,959.0,,,230.8100995335417,1012.0,,,189.7717498655516,1415.0,,,211.07163019484724,2348
,,168.11274834501927,42.0,999999999.0,1500.0,,,,,198.88756547917467,196.0,,,184.4799907133311,1855.0,,,197.2262107817707,377.0,,,,,182.10859968200108,961.0,,,231.261645165924,1086.0,,,190.83573551422543,1408.0,,,212.9246167056228,2361
,,168.19292445479846,74.0,999999999.0,1502.0,,,,,200.06681444481876,199.0,,,184.5242707956965,468.0,,,197.76940545255897,405.0,,,,,183.44130554519975,870.0,,,231.54345128068647,1089.0,,,191.1941040888273,1185.0,,,213.00147264383293,2468
,,168.32307601265384,103.0,999999999.0,1504.0,,,,,203.5846588518524,195.0,,,184.5826508894422,507.0,,,198.19922179741124,373.0,,,,,184.1139465237712,960.0,,,231.6017706646495,1076.0,,,191.7975947157021,1207.0,,,213.05589683131268,1914
,,168.97435663651157,79.0,999999999.0,1544.0,,,,,206.75050648045985,181.0,,,184.66628753833507,264.0,,,198.209092556808,628.0,,,,,184.46235808422173,861.0,,,231.77427506345936,1007.0,,,192.2636974763048,1785.0,,,213.4740009734172,1905
,,169.71603639865006,122.0,999999999.0,1545.0,,,,,208.0790896842429,237.0,,,184.72129002911663,453.0,,,199.48030563053263,378.0,,,,,186.6721428809815,902.0,,,231.9162833870227,1304.0,,,192.3550038133072,1397.0,,,214.0593645528392,1885
,,169.72092074503811,104.0,999999999.0,1617.0,,,,,208.1459697760379,222.0,,,185.09056747047111,327.0,,,200.1552551866253,368.0,,,,,187.0026380190292,954.0,,,232.24361158488864,1709.0,,,192.49191022904293,1272.0,,,214.1814696919435,1889
,,171.11196855663528,22.0,999999999.0,1692.0,,,,,209.93925017534025,207.0,,,185.10816575218828,274.0,,,200.33236559037172,407.0,,,,,189.57156900502503,906.0,,,232.3220797549293,1294.0,,,194.20142697569207,1410.0,,,214.87339095518485,1903
,,171.1137424662197,60.0,999999999.0,1767.0,,,,,210.64102387868124,172.0,,,185.15922131889576,459.0,,,201.00919620556687,376.0,,,,,189.82544722263663,909.0,,,232.7940740188924,1022.0,,,194.31225895241917,1217.0,,,215.34908262692423,2175
,,171.42946534864828,52.0,999999999.0,1842.0,,,,,211.14517406328952,204.0,,,185.85536480352485,284.0,,,201.58939210803845,375.0,,,,,190.6396401224137,966.0,,,233.5209271406879,1087.0,,,194.4305663470288,1192.0,,,215.45452330101176,2295
,,173.7259457417794,51.0,999999999.0,1936.0,,,,,214.9350263559024,220.0,,,186.2754495556769,469.0,,,202.00702149837832,383.0,,,,,191.7700575734073,881.0,,,233.7350895454914,1299.0,,,194.9634983185837,1385.0,,,215.8612276621328,1968
,,174.86376313481765,58.0,999999999.0,2107.0,,,,,220.52531923275563,245.0,,,186.3106302114727,461.0,,,202.6467530254468,389.0,,,,,192.4887620901086,958.0,,,233.97191881035155,1098.0,,,195.31317277356857,1200.0,,,215.8696990457705,1862
,,176.86378224715125,9.0,999999999.0,2111.0,,,,,220.79658958213076,250.0,,,187.62745820631895,277.0,,,203.09403038343171,606.0,,,,,194.127093995826,927.0,,,234.4009510248185,1711.0,,,195.60480466253645,1409.0,,,215.98464692984925,1878
,,178.148951121694,126.0,999999999.0,2532.0,,,,,221.6717723836158,226.0,,,187.84023585518943,450.0,,,203.23552548589396,755.0,,,,,194.1553900281179,951.0,,,234.4636902366986,1302.0,,,195.99087730049425,1400.0,,,216.92993329195863,2282
,,180.8564129628022,119.0,999999999.0,2574.0,,,,,224.6920433707502,234.0,,,188.3859721391807,323.0,,,204.2161993897199,627.0,,,,,195.1650550219569,955.0,,,235.8308075890569,1110.0,,,196.0679760540647,1195.0,,,217.10087454064885,2357
,,181.23544820895023,106.0,999999999.0,2614.0,,,,,226.3747953794904,229.0,,,188.41533974614492,2326.0,,,206.5974420454241,727.0,,,,,197.0999211833533,857.0,,,236.67333765551567,1470.0,,,196.252080213084,1225.0,,,217.1844459763228,1978
,,182.4767194946321,36.0,999999999.0,2674.0,,,,,228.61415860351283,175.0,,,189.13345194264696,2327.0,,,206.924034280078,609.0,,,,,198.34628057392425,957.0,,,236.89153671997795,1716.0,,,196.6393948427912,1214.0,,,217.3209985636949,2273
,,182.87507117067787,61.0,,,,,,,229.6128940246572,232.0,,,191.50453894073425,554.0,,,207.0808881799371,374.0,,,,,198.4855484179878,974.0,,,236.9752282487725,1075.0,,,198.02111022065048,1786.0,,,217.54851144255812,2317
,,183.8508445188828,100.0,,,,,,,232.3011443716249,212.0,,,191.51817576065596,265.0,,,207.6407260258316,743.0,,,,,198.50377473140304,903.0,,,237.2450668870311,1714.0,,,198.75669175238616,1193.0,,,219.59415452876857,1987
,,184.00014536228483,118.0,,,,,,,233.63730963489868,244.0,,,191.5318316529537,689.0,,,207.98096216333224,610.0,,,,,198.72176010250257,936.0,,,237.31254937336087,1323.0,,,199.58640191111533,1178.0,,,219.9405590631699,2463
,,184.4526656100562,114.0,,,,,,,234.60267710185383,208.0,,,191.9954868756556,449.0,,,208.14485806526605,737.0,,,,,200.2182567053366,964.0,,,237.78068750629276,1096.0,,,200.3056706264078,1222.0,,,220.37759418244764,1994
,,184.78559232023483,128.0,,,,,,,236.4340433619255,238.0,,,192.4710366840989,557.0,,,208.3879455714836,731.0,,,,,202.82514061725797,910.0,,,237.95361412528803,1482.0,,,200.89098260668672,1817.0,,,221.54697171719368,1877
,,185.72011601027967,127.0,,,,,,,238.43013722781487,202.0,,,192.64671837707752,467.0,,,209.12940815998851,404.0,,,,,204.21091974833823,947.0,,,238.84571761286773,1319.0,,,201.1405866449411,1394.0,,,221.683266840486,1920
,,186.24251551402625,40.0,,,,,,,241.24779902849636,228.0,,,192.8533906699488,466.0,,,209.6636099903235,602.0,,,,,207.91365665273483,963.0,,,238.9759488004621,1105.0,,,201.6774852630009,1406.0,,,221.71357007441927,2178
,,188.74349900691868,62.0,,,,,,,241.75390289617704,233.0,,,193.45281683261055,273.0,,,209.78939608973835,732.0,,,,,212.22898549108157,970.0,,,239.0358336286688,1008.0,,,202.4538208180141,1229.0,,,221.8683771769012,1857
,,189.35209362046209,39.0,,,,,,,245.11770176507048,189.0,,,193.63476964268568,295.0,,,210.586210534824,729.0,,,,,216.398035855882,885.0,,,239.0497063803338,1101.0,,,202.6616613265739,1173.0,,,221.95238378120308,1883
,,192.74554096685287,115.0,,,,,,,245.31389960546304,251.0,,,194.1420835754268,568.0,,,211.2246486745394,369.0,,,,,216.83213968676307,945.0,,,239.1829063605295,1480.0,,,203.64188850811885,1521.0,,,222.0533939147923,2281
,,193.03991055125783,17.0,,,,,,,253.1558954060234,249.0,,,194.9523009142483,544.0,,,212.4608174901784,619.0,,,,,218.91906612208072,981.0,,,239.38298675118372,1095.0,,,203.7934566126996,1404.0,,,222.39284435026423,2265
,,196.7979962335712,105.0,,,,,,,256.53244579156285,227.0,,,195.29511732330255,455.0,,,213.34496444772907,660.0,,,,,223.4900199127658,946.0,,,239.5144581450249,1326.0,,,204.22591712092247,1392.0,,,223.1351392747341,2375
,,197.47459847058812,124.0,,,,,,,257.13094302149693,218.0,,,195.3887826592044,262.0,,,215.8756524321574,629.0,,,,,224.9507804298872,883.0,,,239.5327828484388,1296.0,,,204.41260695122827,1414.0,,,223.1733188097173,2164
,,198.57599633120125,94.0,,,,,,,258.65621606355484,243.0,,,195.64710575431752,280.0,,,216.2124937026852,395.0,,,,,224.9567938168372,944.0,,,239.77821895150467,1469.0,,,205.0611894560224,1815.0,,,223.4925408782001,1893
,,200.35872963287284,38.0,,,,,,,266.5843170293579,240.0,,,196.65898521232944,448.0,,,216.88799427328675,388.0,,,,,225.900738307666,904.0,,,240.4191674940311,1303.0,,,205.16151707774156,1802.0,,,223.55731516952997,2340
,,203.44973260795533,46.0,,,,,,,266.81569876336306,239.0,,,196.781985625725,701.0,,,218.01073469888075,387.0,,,,,226.0744445208248,880.0,,,241.72422535607527,1484.0,,,205.4978020892977,1177.0,,,223.57477896319293,2456
,,203.44997268668,83.0,,,,,,,271.47356588973327,241.0,,,197.0015480603805,478.0,,,218.105039155076,426.0,,,,,230.0929663411667,962.0,,,242.00143087887483,1560.0,,,206.3092676315177,1403.0,,,223.78455051378936,1984
,,203.73309157774423,116.0,,,,,,,273.50266341490794,225.0,,,197.5144899863332,276.0,,,218.7547261372552,741.0,,,,,241.5982607869352,975.0,,,243.8404351825908,1309.0,,,206.74704394017056,1528.0,,,223.99866226019532,1997
,,204.85510793885737,90.0,,,,,,,276.09344820756826,253.0,,,198.1609906418781,460.0,,,219.23256438109527,626.0,,,,,241.7104433432525,978.0,,,244.2299143169082,1083.0,,,206.90322249962333,1391.0,,,224.1114104627172,1882
,,205.3134329468652,138.0,,,,,,,283.31468104865525,252.0,,,198.6614178946193,584.0,,,219.3536552378063,356.0,,,,,245.35455168255717,939.0,,,244.5059240230939,1100.0,,,207.4960115769489,1398.0,,,224.64451004005613,2000
,,208.3937245177389,134.0,,,,,,,306.42098617462347,198.0,,,199.4275317752765,304.0,,,220.1854367598462,422.0,,,,,251.18848471082032,948.0,,,244.74189010124368,1306.0,,,207.77795982694207,1660.0,,,224.77239350615224,2270
,,209.87427491610757,81.0,,,,,,,325.73404546804886,219.0,,,200.16270501600383,480.0,,,220.8772418565993,728.0,,,,,255.5702319104749,968.0,,,244.790171010703,1125.0,,,208.6717997437699,1399.0,,,224.9770742968356,2070
,,210.1899412457936,108.0,,,,,,,330.24730855759,254.0,,,200.6044279640237,495.0,,,221.08652918529447,623.0,,,,,256.36643809254366,924.0,,,244.957759754924,988.0,,,209.57577382108397,1798.0,,,225.2273203850764,2447
,,211.8613582366706,63.0,,,,,,,330.8227219529288,203.0,,,201.03922395845728,560.0,,,221.90795151387456,412.0,,,,,258.4421967591068,979.0,,,245.202943616575,1725.0,,,209.8765690105421,1440.0,,,225.54991787516528,2173
,,212.15348470263103,123.0,,,,,,,336.1254440575911,224.0,,,202.1018575052808,555.0,,,222.91769844435183,386.0,,,,,261.3226410238807,928.0,,,245.35195052213012,1079.0,,,210.36533841477595,1213.0,,,225.6509471669933,2293
,,212.4770218890881,107.0,,,,,,,363.9686395763525,201.0,,,202.4817074653356,263.0,,,223.07098975458936,625.0,,,,,268.7483640045591,920.0,,,245.44561531640528,1731.0,,,210.46892710691603,1219.0,,,225.82943074357564,1995
,,212.68839889698063,147.0,,,,,,,547.8888421369498,221.0,,,204.28300349652056,309.0,,,223.4377638556301,624.0,,,,,273.4560590519384,938.0,,,245.9205569199751,1479.0,,,210.51598521103355,1232.0,,,225.85715052605516,2391
,,213.4565211650481,57.0,,,,,,,712.3351080218418,223.0,,,204.423122538586,447.0,,,224.55692571993592,742.0,,,,,277.23131720568125,915.0,,,246.8322364823172,1051.0,,,211.49201921801168,1402.0,,,225.9961203662905,1977
,,213.50322311229723,59.0,,,,,,,752.0856502501749,248.0,,,204.5574778981138,563.0,,,226.42485237416895,735.0,,,,,278.3245262327571,921.0,,,247.0320764437143,1290.0,,,211.54136345870316,1439.0,,,226.10050185140716,1898
,,213.8507873590615,125.0,,,,,,,893.8590619177945,211.0,,,204.7486404590528,558.0,,,226.48221941589844,620.0,,,,,281.91966501603144,973.0,,,247.33297510519785,1293.0,,,211.85937219388904,1176.0,,,226.30333442908008,2003
,,214.19882976456944,66.0,,,,,,,284703292298.1457,242.0,,,204.86767724382327,271.0,,,228.4220608774974,416.0,,,,,288.4909404956184,935.0,,,248.22666678253472,1733.0,,,212.3445732934993,1228.0,,,226.30968738493783,2056
,,214.5443889097161,148.0,,,,,,,,,,,206.13937569986143,308.0,,,228.49850483422412,603.0,,,,,294.80094020557505,918.0,,,249.70028229954443,1047.0,,,212.7200967628425,1816.0,,,226.55003280379577,2009
,,214.5460367079641,44.0,,,,,,,,,,,206.2879318868005,444.0,,,230.01100432257047,622.0,,,,,296.32791755766885,977.0,,,249.87328606654688,1114.0,,,213.03091882948556,1825.0,,,226.59505522158176,2359
,,214.75480670036828,47.0,,,,,,,,,,,207.2173770500934,494.0,,,230.19533201746503,632.0,,,,,301.5531037823864,972.0,,,250.25433220289304,1310.0,,,213.10736098652933,1202.0,,,226.68403452266185,1902
,,215.1768835873056,117.0,,,,,,,,,,,207.2756946371682,275.0,,,230.81811717435383,621.0,,,,,313.30012308304225,931.0,,,250.42016485212903,1564.0,,,214.73214960394208,1453.0,,,226.7296137875098,2479
,,216.71351389538452,67.0,,,,,,,,,,,207.3265646007666,483.0,,,231.2082180928781,631.0,,,,,326.5400490214387,980.0,,,250.57635314513016,1121.0,,,214.8997763107316,1511.0,,,227.00062039302568,2288
,,217.08563074423893,96.0,,,,,,,,,,,207.59338678728776,272.0,,,231.22126546720463,618.0,,,,,332.16677350009167,919.0,,,251.0923432666578,1308.0,,,215.46113435733312,1661.0,,,227.07152289622204,2168
,,219.1697076009031,82.0,,,,,,,,,,,207.72665101141308,451.0,,,231.3728066303223,763.0,,,,,347.2428821602253,967.0,,,251.44407595145915,1005.0,,,215.6463089646673,1458.0,,,227.3005485251812,1869
,,219.3240046543188,131.0,,,,,,,,,,,208.1036916545509,311.0,,,231.3963442825745,777.0,,,,,359.09745347595776,922.0,,,251.48152861765848,1335.0,,,216.19634795970325,1423.0,,,227.33380520331215,2339
,,219.5036526558036,132.0,,,,,,,,,,,208.1396409455585,310.0,,,231.75084953765412,754.0,,,,,379.4273549209891,969.0,,,251.84077227601213,1081.0,,,216.83345289004515,1791.0,,,227.6775633557329,1996
,,219.9161646473356,150.0,,,,,,,,,,,208.2888524736334,316.0,,,232.1312607763892,761.0,,,,,388.540261984912,971.0,,,252.03512863595168,1042.0,,,216.93354449169183,1790.0,,,227.78650936888536,1865
,,221.56280027080032,20.0,,,,,,,,,,,208.36490446568436,464.0,,,232.3154065725123,794.0,,,,,412.0795638296399,916.0,,,252.09197162135013,1351.0,,,217.04935026432332,1169.0,,,227.8016172272345,1985
,,224.2338722394641,121.0,,,,,,,,,,,208.61848973710104,489.0,,,232.3723783169322,768.0,,,,,428.206899148533,914.0,,,252.15634307080305,1587.0,,,217.05067790508477,1531.0,,,227.81550296878723,1863
,,226.05899405518693,137.0,,,,,,,,,,,208.85510365823032,326.0,,,232.83901955220185,434.0,,,,,605.3792035048236,923.0,,,252.74525261975876,1341.0,,,217.4224750648772,1819.0,,,227.88163435782704,1910
