S366102011,S3133022081,S311101673,S3311102026,S133011704,S66091638,S3366032367,Et2O,S33133092397,S11011295
0.24135005616160182,0.3939759163251865,3.9773019916016137e-07,8.55837815029778e-13,3.927426449739862e-13,2.877837075481876e-09,1.7011362146693964e-40,34.06471899974212,5.26963998296796e-16,8.36467362736042
0.24130510688427587,0.3939085176120534,3.976499392974295e-07,8.556977763514721e-13,3.9266150515516146e-13,2.8779192156924034e-09,1.7005149786741432e-40,34.06523579067637,5.267605564124089e-16,8.36478597543327
0.24126423989658846,0.39384723832545615,3.9757697056583067e-07,8.555704511284209e-13,3.9258773775728634e-13,2.8779938982350918e-09,1.6999502663953206e-40,34.06570565529861,5.265756254368843e-16,8.364888121782819
0.24122710326146654,0.39379155104821945,3.975106642297349e-07,8.55454743722818e-13,3.925207069212933e-13,2.878061765849367e-09,1.6994371968508563e-40,34.06613263844114,5.264076066494627e-16,8.364980945763373
0.24119333948386923,0.3937409202581648,3.9745038137155625e-07,8.553495418263171e-13,3.924597663146733e-13,2.878123471125915e-09,1.6989707994780282e-40,34.066520847698,5.262548716044272e-16,8.365065340392968
0.24116265319746263,0.39369490328239154,3.973955943585852e-07,8.552539258290871e-13,3.9240438235511085e-13,2.8781795535337862e-09,1.6985469785266997e-40,34.066873677898414,5.261160792728112e-16,8.365142043711003
0.24113474776811125,0.39365305570907333,3.973457731111695e-07,8.551669726257201e-13,3.923540188584471e-13,2.8782305546429454e-09,1.6981616112506779e-40,34.06719453764188,5.25989879636825e-16,8.365211796764333
0.24110937589827214,0.393615006892418,3.9730047588124833e-07,8.550879122223402e-13,3.9230822910641765e-13,2.8782769261480208e-09,1.6978112698473043e-40,34.067486269350006,5.25875150192733e-16,8.365275217496908
0.24108631684416038,0.3935804259036322,3.9725930844551014e-07,8.550160570745108e-13,3.922666145041694e-13,2.878319071351364e-09,1.6974928996123855e-40,34.06775141064401,5.257708905921833e-16,8.365332857581832
0.24106533968079713,0.39354896651226,3.972218584419148e-07,8.549506878198529e-13,3.9222875814762546e-13,2.8783574122075244e-09,1.697203307500451e-40,34.06799261637623,5.256760551253567e-16,8.365385294174772
0.24104627610488644,0.39352037627665476,3.9718782544544237e-07,8.548912798844904e-13,3.921943563818105e-13,2.8783922563821955e-09,1.6969401724490822e-40,34.06821182197093,5.255898836686187e-16,8.365432948021262
0.24102894526025045,0.3934943843603941,3.9715688613477467e-07,8.548372707886941e-13,3.921630820678059e-13,2.878423933908521e-09,1.6967009733329207e-40,34.06841110503576,5.255115507315083e-16,8.365476270814254
0.2410131845433102,0.3934707473581966,3.9712874970917603e-07,8.547881550934765e-13,3.921346408944749e-13,2.878452741381423e-09,1.6964834373620741e-40,34.068592333012056,5.25440312182274e-16,8.365515668562923
0.24099886746580187,0.39344927566938315,3.9710319024688115e-07,8.547435388972207e-13,3.921088044150507e-13,2.878478909864155e-09,1.696285812527002e-40,34.06875695985737,5.253755943114465e-16,8.365551457356533
0.24098584347099258,0.3934297423104136,3.970799403122371e-07,8.547029496861479e-13,3.920853032352349e-13,2.8785027161303143e-09,1.6961060952636355e-40,34.06890672271532,5.253167404134662e-16,8.365584014735242
0.24097400827217075,0.3934119907372479,3.970588138894151e-07,8.546660620733662e-13,3.9206394943594416e-13,2.8785243509834845e-09,1.6959428550199132e-40,34.06904282145287,5.252632819413641e-16,8.365613601529914
0.24096325358692722,0.3933958593383642,3.970396167835898e-07,8.546325408118562e-13,3.920445460993929e-13,2.878544011295042e-09,1.695794548142629e-40,34.06916649725748,5.252147137283462e-16,8.365640487634606
0.24095347168971132,0.39338118922576804,3.97022153659521e-07,8.546020576825181e-13,3.9202689366294754e-13,2.8785618903962757e-09,1.6956595203635979e-40,34.069278975472656,5.251704952467252e-16,8.36566493966318
0.24094458306057132,0.3933678618496716,3.970062817537654e-07,8.545743668615487e-13,3.9201084725577016e-13,2.878578132686054e-09,1.6955366296216382e-40,34.06938116692674,5.251302528229962e-16,8.365687155685368
0.24093649549091173,0.393355733685163,3.969918423742264e-07,8.545491663336884e-13,3.919962506072627e-13,2.878592913696359e-09,1.695424931583598e-40,34.06947415807846,5.250936747657286e-16,8.365707371434754
0.24092914148238467,0.39334470352070866,3.9697871500060165e-07,8.545262458051634e-13,3.91982981877594e-13,2.878606356775868e-09,1.6953234934924053e-40,34.06955872497888,5.250604556201738e-16,8.36572575562128
0.2409224623679865,0.39333468267423155,3.969667956873749e-07,8.545054205004882e-13,3.919709365468267e-13,2.878618570086642e-09,1.6952315493294415e-40,34.06963554570634,5.250303442055139e-16,8.365742455594065
0.24091638805084356,0.3933255687161322,3.96955956244495e-07,8.544864795249442e-13,3.9195998290235877e-13,2.878629678149204e-09,1.6951479619047131e-40,34.06970541279718,5.250029695179806e-16,8.365757643879618
0.24091085930639097,0.3933172750806033,3.9694608839116417e-07,8.544692446284591e-13,3.919500097059572e-13,2.8786397862017827e-09,1.695071771816014e-40,34.06976899597947,5.249780185670818e-16,8.365771466268335
0.24090583669944493,0.3933097425526838,3.969371218083921e-07,8.544535927143028e-13,3.9194094593403584e-13,2.8786489664207857e-09,1.6950024390549966e-40,34.06982674906896,5.2495531455404915e-16,8.365784021410354
0.2409012733580575,0.39330290022639863,3.969289735095479e-07,8.544393760065597e-13,3.9193270818403513e-13,2.8786573052938054e-09,1.6949393556121528e-40,34.06987921408415,5.2493465787317655e-16,8.365795427083828
0.2408971186344561,0.39329666922393997,3.9692155637959725e-07,8.544264285012385e-13,3.9192521070752086e-13,2.878664899293718e-09,1.6948820075353649e-40,34.06992698800642,5.249158782268468e-16,8.365805812814866
0.240893344893285,0.39329100902200537,3.969148200395014e-07,8.544146666590452e-13,3.9191840184975916e-13,2.8786717977004715e-09,1.6948299555020979e-40,34.06997038399456,5.248988321750048e-16,8.365815246762207
0.2408899202258646,0.3932858714701012,3.96908707859592e-07,8.54403990214076e-13,3.9191222460167317e-13,2.878678059231882e-09,1.694782777979966e-40,34.07000977043661,5.248833814282003e-16,8.365823808985253
0.24088680089499553,0.39328119269009243,3.9690313981692163e-07,8.543942676671735e-13,3.9190659671479373e-13,2.8786837615387367e-09,1.6947397609615743e-40,34.07004564167136,5.248692938107207e-16,8.365831607099283
0.24088396691787553,0.3932769419770457,3.9689808107017767e-07,8.543854346857963e-13,3.9190148355272383e-13,2.8786889421286248e-09,1.6947006756187921e-40,34.07007823115587,5.248564937787641e-16,8.365838691792352
0.24088139563264702,0.39327308547229994,3.968934910174921e-07,8.543774210057876e-13,3.9189684397203057e-13,2.8786936422518013e-09,1.6946652006073576e-40,34.0701077988314,5.248448763182084e-16,8.365845119585181
0.24087905395054496,0.3932695731757777,3.9688931101386756e-07,8.543701224658176e-13,3.9189261899103066e-13,2.8786979228888686e-09,1.6946329037051033e-40,34.0701347270523,5.248342994373567e-16,8.365850973566339
0.2408769259543437,0.39326638138129827,3.968855124559642e-07,8.543634899246357e-13,3.9188877956529554e-13,2.8787018129124293e-09,1.6946035541731312e-40,34.07015919801871,5.248246878595543e-16,8.365856293359416
0.24087499418414712,0.3932634839016482,3.9688206417632263e-07,8.543574689672379e-13,3.918852941915948e-13,2.8787053442381105e-09,1.6945769109470598e-40,34.070181412505995,5.248159627103396e-16,8.365861122611522
0.24087323341639752,0.3932608429084259,3.968789211438633e-07,8.543519809856403e-13,3.9188211734968814e-13,2.878708562969426e-09,1.694552626556585e-40,34.070201660551554,5.248080099477893e-16,8.365865524374785
0.24087162929747133,0.39325843687234424,3.9687605773710896e-07,8.543469812422912e-13,3.918792231427083e-13,2.8787114953453227e-09,1.6945305030425025e-40,34.07022010721613,5.248007647467322e-16,8.365869534532104
