17_energy,17_index,32_energy,32_index,47_energy,47_index,0_energy,0_index,62_energy,62_index
30.48299857278646,0.0,33.815137534690635,1.0,37.18935165848812,4.0,999999999.0,3,87.54632420318562,7
,,,,79.0261174226514,2.0,999999999.0,9,102.49375605613504,10
,,,,105.62200868913058,6.0,999999999.0,11,103.72884815203994,5
,,,,,,999999999.0,12,123.55037998705626,8
